Dog ID,Days in Rescue,Adoption Fee,Sex,Color,Size,Altered Prior to Intake (Y/N/U)
A1717,224,$175,M,Black & White,Medium,Y
A1718,79,$250,F,Black & White,Medium,Y
A1719,13,$250,F,Golden,Large,N
A1721,0,$125,F,White,Large,Y
A1722,8,$250,F,White & Tan,Medium,N
A1723,147,$250,F,Black & Tan,Large,N
A1724,14,$250,F,Tricolor,Small,N
A1725,64,$125,F,Tan,Small,N
A1726,77,$250,M,Black & White,Medium,N
A1727,14,$250,F,Chocolate & White ,Medium,N
A1728,20,$195,M,Blue and white,Large,N
A1730,122,$195,M,Black,Medium,Y
A1731,0,$195,F,Black,Small,N
A1732,47,$250,F,Black & Tan,Medium,N
A1733,7,$250,F,Black & White,Large,N
A1734,36,$250,F,Black & White,Medium,N
A1735,4,$250,F,Chocolate,Small,2/18/15
A1736,17,$250,F,Tan and white,Small,N
A1739,21,$250,M,Tri-Color,Medium,N
A1740,61,$250,M,Black & White,Medium,N
A1742,184,$250,F,Chocolate & White,Medium,N
A1743,60,$250,M,Black & Tan,Small,N
A1744,28,$195,M,Black,Large,Y
A1745,24,$175,M,Brown,Small,N
A1746,65,$250,M,White & Black,Medium,N
A1747,28,$250,M,Black & Tan,Small,Y
A1748,269,$100,M,Red,Small,Y
A1749,105,$100,M,Red,Small,Y
A1750,7,$250,M,Tan,Small,N
A1751,28,$250,M,Brown,Medium,N
A1752,14,$250,M,Brown & Black,Medium,N
A1754,35,$250,M,Black,Large,N
A1756,31,$250,M,Black & White,Medium,N
A1757,16,$250,M,Tan & White,Large,N
A1758,10,$250,M,Black,Medium,Y
A1759,11,$250,M,Black & Tan,Medium,N
A1760,235,$250,M,White & Brown,Medium,N
A1761,66,$250,M,White & Brown,Medium,N
A1762,71,$250,M,Brindle,Large,N
A1763,7,$250,M,Tan,X Large,Y
A1765,49,$250,M,Black,Medium,N
A1768,46,$250,M,Tan with white,Medium,N
A1769,20,$250,M,White and some grayish black,Large,N
A1770,42,$195,M,White & Blue,Medium,N
A1772,9,$250,M,Black & Tan,Large,N
A1773,65,$250,F,White with Black head,Medium,N
A1774,22,$250,M,Brown & Tan,Small,Y
A1775,111,$250,M,Black & White,Medium,N
A1776,20,$250,M,Brindle,Medium,N
A1778,71,$250,F,Blue/Grey,Medium,N
A1779,59,$250,M,Brown with Black,Medium,N
A1780,31,$250,M,Black & Tan,Medium,N
A1781,25,$250,M,Black & White,Small,N
A1782,82,$250,F,Black & White,Medium,N
A1783,69,$250,M,Brindle & White,Medium,N
A1785,15,$250,F,Black & White,Small,N
A1788,11,$195,F,White,Small,N
A1789,74,$250,F,White,Medium,N
A1790,7,$250,F,White & Black,Small,N
A1791,0,$250,F,White with Brown Spots,Medium,N
A1793,38,$250,F,Brown & White,Medium,Y
A1794,83,$250,F,Tricolor,Small,N
A1795,41,$250,F,Black & White,Medium,N
A1796,77,$195,F,Brindle & whilte,Medium,N
A1798,11,$195,M,Black & White,Small,N
A1799,23,$250,M,Tan & White,Small,N
A1801,66,$195,F,Brindle & White,Medium,N
A1803,39,$250,F,White,Medium,N
A1804,40,$195,F,White & Tan,Small,N
A1806,21,$250,M,White & Tan,Medium,N
A1808,19,$250,M,Tan,Medium,N
A1809,78,$250,M,Tan with white,Medium,N
A1811,25,$250,M,White & Brown,Small,N
A1812,39,$175,M,Black & tan,Small,N
A1813,62,$195,M,Tan,Medium,N
A1814,30,$250,M,Red  ,Medium,N
A1815,74,$250,M,Black & White,Large,N
A1816,55,$250,M,"Brown, black, & white",Medium,N
A1817,0,$250,M,Dark Brindle,Small,N
A1818,13,$195,F,Black,Medium,Y
A1819,25,$250,F,BLack & Tan,Medium,N
A1820,97,$250,F,black/white,Medium,Y
A1821,1,$100,F,Brown,Medium,Y
A1822,0,$195,M,Blue & white,Medium,Y
A1826,86,$250,F,Brindle,Medium,Y
A1828,6,$250,M,Brown,Medium,N
A1830,0,$250,M,Tan & Black,Medium,N
A1833,28,$250,M,Brown & tan,Medium,N
A1834,26,$250,M,Black,Medium,N
A1835,36,$195,F,Grey  ,Medium,N
A1836,16,$250,M,Black & White,Medium,N
A1837,41,$250,F,Tan,Small,N
A1839,83,$100,F,White & Brown,Large,Y
A1840,14,$250,F,Light Brindle,Small,N
A1842,11,$250,F,Black & White,Medium,N
A1843,78,$250,F,Black,Small,N
A1844,18,$250,F,Black & Tan,Large,N
A1849,4,$250,M,Black & Tan,Small,Y
A1851,85,$250,M,Brindle & White,Medium,N
A1852,12,$250,M,Grey & White,Small,N
A1853,21,$250,M,Tan & White,Small,N
A1855,47,$250,M,Brindle & White,Medium,Y
A1858,193,$100,M,Tan,Large,Y
A1859,41,$250,M,Tan,Small,N
A1860,34,$250,M,Black,Large,N
A1861,27,$250,M,Black,Medium,N
A1862,2,$250,M,Black & white,Small,N
A1863,25,$250,M,Fawn,Large,N
A1864,103,$250,M,Gold,Small,N
A1867,33,$195,F,White & Black,Small,N
A1869,32,$175,M,Brown & Black,Small,N
A1870,16,$195,M,Red,Small ,Y
A1873,31,$250,F,Fawn,Medium,N
A1874,14,$250,M,Fawn w/Brown,Small,N
A1875,0,$250,M,Brown,Small,N
A1876,16,$250,M,Brindle & White,Medium,N
A1877,10,$250,M,Tan,Medium,N
A1878,19,$195,M,Black & White,Small,N
A1879,72,$250,F,Brown Brindle,Medium,N
A1880,10,$250,F,White & Brown,Medium,N
A1881,14,$250,F,Brown,Small,N
A1882,26,$195,F,Tricolor,Small,Y
A1883,396,$100,M,"Black, White, Salt & Pepper",Medium,N
A1884,13,$250,F,Black & White,Medium,N
A1885,24,$250,F,White & Black,Small,N
A1887,45,$250,M,Black & White,Medium,N
A1889,11,$250,M,Tricolor,Medium,N
A1890,19,$250,M,Dark Brindle,Medium,N
A1891,7,$250,F,Tan & Brown,Medium,N
A1892,124,$175,F,White & Black,Large,Y
A1893,20,$250,F,Tricolor,Medium,N
A1894,8,$195,M,Black & White,Large,Y
A1895,69,$250,M,Brown/white,Medium,N
A1896,5,$125,F,Red,Medium,Y
A1898,765,$125,F,Fawn,Large,Y
A1901,10,$250,F,Brown & Tan,Small,N
A1902,160,$250,F,Tricolor,Medium,N
A1904,33,$250,M,Black,Medium,N
A1906,11,$250,M,Black,Medium,N
A1907,257,$100,M,Black & white,Medium,N
A1908,56,$250,F,Red & White,Medium,N
A1910,150,$125,F,"White, Sable and Black",Small,Y
A1912,14,$250,F,White & Brown,Small,N
A1913,82,$250,F,Red  ,Medium,N
A1915,57,$250,M,White/Brown,Small,N
A1916,11,$195,M,Brown,Small,N
A1917,77,$250,M,Black,Large,N
A1918,8,$250,M,Brown,Small,Y
A1919,16,$250,M,Black and grey,Medium,N
A1920,69,$250,F,Tricolor,Medium,N
A1921,10,$175,F,Black & White,Small,N
A1922,17,$250,M,Black & White,Medium,N
A1923,31,$250,M,"Black, grey, & white",Medium,N
A1924,60,$250,F,"Black & Tan, long hair",Small,N
A1925,24,$250,F,Black & White,Medium,N
A1927,25,$250,M,Tan,Medium,N
A1928,7,$250,M,Brown,Small,N
A1931,83,$250,M,Tan,Medium,N
A1932,16,$250,F,Brindle,Medium,N
A1933,20,$250,M,Black,Large,N
A1934,44,$250,M,Black & White,Medium,N
A1935,6,$250,M,Black & White,Medium,N
A1936,28,$250,M,Black,Large,N
A1937,71,$250,F,Brown & White,Medium,N
A1938,26,$250,M,Black/Brindle,Medium,N
A1939,33,$250,M,Tan & Black,Medium,N
A1940,67,$250,M,Black & Tan,Medium,N
A1941,78,$250,M,White,Small,N
A1942,18,$250,F,Black & Tan,Large,N
A1943,22,$250,F,Tan,Medium,N
A1944,44,$250,F,White & Tan,Large,N
A1945,31,$250,M,Black & White,Small,N
A1946,14,$175,F,Tan,Small,N
A1947,14,$195,M,Brown,Small,N
A1948,28,$250,F,Black,Medium,N
A1949,73,$250,F,Black & White,Medium,N
A1950,13,$195,F,Red  ,Small,N
A1951,14,$250,F,Blonde,Small,N
A1952,6,$250,M,Brown & White,Small,N
A1953,26,$250,F,Black & White,Medium,N
A1954,20,$250,M,Tricolor,Medium,N
A1955,87,$100,F,Black,Small,N
A1958,69,$250,M,Brown & White,Medium,N
A1960,12,$250,M,Black,Medium,N
A1961,57,$250,F,Brown,Medium,N
A1962,67,$250,M,Brown Brindle,Medium,N
A1963,26,$250,F,Black,Large,N
A1964,58,$250,F,Black,Medium,N
A1966,16,$250,F,Brown,Medium,N
A1967,20,$250,F,Black,Large,N
A1968,44,$250,F,Brindle & White,Medium,N
A1969,6,$175,F,Golden,Medium,Y
A1970,93,$250,F,Black & White,Medium,N
A1972,21,$195,M,Blue & White,Medium,N
A1975,149,$250,M,Tricolor,Small,Y
A1976,253,$250,F,White,Medium,Y
A1979,66,$250,M,Black & White,Medium,N
A1980,84,$250,M,Black with White Paws,Medium,N
A1981,32,$250,F,tan and black,Medium,N
A1982,41,$250,M,White & Tan,Large,Y
A1984,55,$195,M,Blue,Medium,N
A1985,25,$250,M,Yellow,Medium,N
A1986,11,$250,F,Brown/Red,Medium,N
A1987,35,$250,F,Tan & White,Medium,N
A1989,12,$195,F,Brown,Medium,Y
A1991,26,$250,F,Tricolor,Medium,N
A1992,28,$195,M,Blue & White,Large,N
A1993,0,$125,M,Blue & White,Large,N
A1995,38,$250,M,Tricolor,Medium,N
A1996,73,$250,M,Black & White,Medium,N
A1997,30,$250,F,Tan,Small,N
A1999,54,$250,F,Tricolor,Medium,N
A2000,39,$195,F,Black & White,Medium,Y
A2002,36,$250,F,Sable,Medium,Y
A2003,9,$250,M,Black,Medium,N
A2006,32,$250,F,Tan,Small,N
A2007,53,$100,F,Tricolor,Medium,N
A2010,17,$250,F,Tan & Black,Small,Y
A2011,100,$250,F,White with Brown/Black,Small,N
A2012,1,$195,F,Black & white,Large,Y
A2013,14,$250,F,Brindle,Large,Y
A2015,29,$250,F,White,Small,N
A2017,96,$250,M,Black & White,Small,N
A2018,30,$250,M,White & Red,Medium,N
A2019,37,$250,M,White & Black,Medium,N
A2020,16,$250,F,Tan & Black,Small,N
A2021,15,$250,M,Black,Medium,N
A2022,31,$250,M,Black,Medium,N
A2023,95,$250,F,Tan & WHite,Small,N
A2024,248,$195,F,White,Small,N
A2025,102,$195,F,White,Small,N
A2026,19,$250,M,Brown,Medium,N
A2028,9,$250,M,Yellow,Large,Y
A2029,0,$250,M,Blue & White,Medium,N
A2030,33,$250,F,Black,Large,Y
A2031,17,$250,F,Tan,Medium,N
A2032,49,$250,M,Fawn,Small,N
A2033,15,$250,M,Fawn,Small,N
A2034,33,$195,F,Brown,Small,N
A2035,29,$195,F,Brown,Small,N
A2036,7,$250,M,Black,Medium,N
A2037,65,$250,M,Brown & White,Medium,N
A2040,45,$100,M,Black,Medium,N
A2042,22,$250,F,Brown,Small,U
A2043,67,$250,M,White Brindle,Medium,N
A2044,121,$100,M,White & Brown,Small,N
A2045,71,$100,M,White & Brown,Small,N
A2046,58,$250,F,Yellow,Medium,N
A2047,81,$250,F,Tan,Medium,N
A2050,7,$250,f,Tan,Medium,N
A2051,7,$250,F,Black & White,Medium,N
A2052,14,$250,F,Black,Medium,N
A2053,9,$195,F,White & Brown,Medium,Y
A2054,64,$250,F,White w/Brown Tail,Medium,N
A2056,84,$250,M,Black & White,Medium,N
A2057,26,$250,M,Brindle,Large,N
A2059,4,$195,F,Yellow,Medium,N
A2061,14,$125,M,Black & White,Small,N
A2062,50,$250,M,Cream,Medium,N
A2063,35,$250,M,White & Tan,Small,N
A2064,13,$250,M,Yellow,Large,N
A2066,56,$250,M,Blue/Grey,Medium,N
A2067,68,$250,F,Tan,Medium,N
A2068,20,$250,F,Brown & White,Medium,Y
A2069,6,$250,F,Yellow,Medium,N
A2071,66,$250,M,Black & White,Medium,N
A2072,94,$250,F,Brown & White,Medium,N
A2073,17,$250,M,Tricolor,Medium,N
A2074,28,$250,M,Black,Medium,N
A2075,3,$250,M,Brindle,Medium,Y
A2076,12,$250,M,Brown,Medium,N
A2078,11,$250,M,Black & White,Small,N
A2080,8,$250,M,Grey & White,Large,N
A2082,8,$250,M,Tricolor,Medium,N
A2083,12,$250,M,White,Small,N
A2084,27,$250,M,Black & Tan,Medium,N
A2085,36,$250,M,White & Tan,Small,N
A2086,10,$250,M,Tricolor,Medium,N
A2087,40,$100,F,Black,Medium,Y
A2088,13,$195,F,Grey & White,Medium,Y
A2091,36,$250,M,Black,Small,N
A2092,66,$125,M,Black & Tan,Small,Y
A2095,110,$195,F,White,Small,N
A2096,26,$250,F,Tan,Medium,U
A2097,10,$250,F,Black & Tan,Large,Y
A2099,76,$250,M,Black & Tan,Medium,N
A2100,14,$250,F,Black,Medium,
A2101,63,$195,F,Blue & White,Medium,N
A2102,323,$250,F,Black,Medium,N
A2103,27,$250,F,Black,Medium,N
A2104,40,$250,F,Black & Brown,Medium,N
A2106,138,$100,M,Brindle,Medium,N
A2107,17,$250,F,Brown,Medium,Y
A2110,15,$250,F,Brown & White,Medium,N
A2111,66,$250,F,Black,Medium,N
A2113,27,$250,F,White & Tan,Small,N
A2114,10,$250,F,Brown & White,Medium,N
A2119,68,$250,F,Tricolor,Medium,N
A2120,20,$195,F,Tan & White,Small,N
A2123,29,$250,F,White & Tan,Small,N
A2124,14,$250,M,Black & Grey,Medium,N
A2125,58,$250,F,White w/Tan Mask,Medium,N
A2127,106,$195,F,Brown & White,Medium,Y
A2128,13,$250,M,Brown,Large,N
A2129,16,$250,M,Brown,Medium,N
A2131,54,$250,M,Yellow,Medium,N
A2132,18,$250,M,White,Small,N
A2133,12,$250,F,Black & White,Medium,N
A2134,63,$250,F,Black & White,Medium,N
A2135,74,$250,M,White,Medium,N
A2136,29,$250,M,Black & White,Medium,N
A2138,18,$250,M,Brown & Black,Medium,N
A2139,40,$250,M,White & Brown,Medium,N
A2140,70,$250,M,Black,Medium,N
A2142,47,$250,F,Brindle & White,Medium,N
A2143,52,$250,F,Brown,Medium,N
A2145,35,$250,F,Black,Medium,N
A2146,28,$250,F,Brown & White,Medium,N
A2147,99,$250,F,Brown & White,Medium,N
A2148,12,$250,F,Tan,Small,N
A2150,220,$195,F,Tri color,Large,Y
A2152,227,$250,M,black & white,Medium,N
A2153,41,$250,F,White & Black,Medium,N
A2156,23,$250,M,Brindle & White,Medium,N
A2160,8,$250,F,Brown,Medium,Y
A2161,71,$250,F,Black,Medium,N
A2162,75,$195,F,Brown,Medium,Y
A2164,70,$250,M,Black,Medium,N
A2165,7,$250,M,Brown,Medium,N
A2166,78,$250,M,Brown & White,Medium,N
A2167,7,$250,M,Brown,Small,N
A2168,24,$250,M,Tan & White,Small,N
A2169,20,$250,M,White,Small,N
A2170,17,$250,M,Red,Large,N
A2171,23,$250,M,Tricolor,Small,N
A2172,33,$250,M,White & Red,Medium,Y
A2175,160,$250,M,Tan,Small,N
A2176,48,$250,M,White & Black,Medium,N
A2179,68,$250,M,Brown,Medium,N
A2180,10,$250,M,White,Small,N
A2182,106,$250,M,Black and Brown,Medium ,N
A2183,88,$195,M,Blue & White,Medium,N
A2184,0,$250,M,White,Medium,N
A2186,4,$195,M,Blue & White,Medium,Y
A2187,19,$250,F,Brindle,Medium,N
A2188,127,$175,F,Brindle,Medium,Y
A2189,109,$250,F,Tri Color,Medium,N
A2190,27,$250,F,Tricolor,Medium,N
A2193,22,$250,F,Tan,Medium,N
A2194,8,$250,F,Black & tan,Medium,N
A2196,28,$250,F,Tan,Medium,N
A2197,10,$195,F,Black & White,Medium,Y
A2198,51,$250,M,Black,Medium,N
A2199,43,$250,F,Black,Medium,N
A2201,10,$250,M,Bridle,Medium,N
A2202,38,$250,M,Tan,Small,N
A2203,21,$250,F,Red,Small,N
A2204,47,$195,F,Tricolor,Small,Y
A2205,88,$250,F,Black & Brown,Medium,N
A2207,21,$250,F,White & Grey,Small,N
A2208,92,$125,F,Tricolor,Medium,Y
A2209,226,$250,F,Black,Large,N
A2210,82,$250,F,Black,Medium,N
A2211,28,$250,F,Black & Brown,Medium,N
A2214,58,$250,F,White with black spots,Medium,N
A2216,33,$250,F,Black,Medium,N
A2218,25,$250,F,Brown & White,Medium,N
A2221,38,$250,M,Brindle,Large,N
A2222,32,$195,M,Tan & White,Medium,N
A2223,25,$195,M,White & Tan,Large,Y
A2225,105,$250,F,Black with White,Medium,N
A2226,14,$250,F,Black with White,Medium,N
A2227,37,$250,M,Tan/Black & White,Medium,N
A2229,17,$250,M,Tan,Small,N
A2231,30,$250,F,Black & tan,Medium,N
A2233,23,$250,F,Black & White,Medium,N
A2234,14,$250,F,Black/Brindle/White,Large,N
A2235,0,$250,F,Black & Tan,Medium,N
A2237,28,$250,F,White & Tan,Small,N
A2240,52,$250,M,Black & White,Medium,N
A2241,23,$250,M,Tan & Black,Small,N
A2242,72,$250,M,Black & Tan,Medium,N
A2244,396,$250,F,tan white,Medium,N
A2245,31,$250,F,Tan(liver) and white,Medium,N
A2246,24,$250,F,Black & Tan,Small,N
A2247,48,$250,F,Tan,Medium,N
A2248,30,$250,F,Brindle,Medium,N
A2249,0,$250,F,Brown,Medium,N
A2253,32,$195,M,Red & white,Medium,N
A2255,10,$125,F,Black,Small,N
A2256,4,$250,F,Black & Brown,Medium,N
A2257,383,$250,F,Black & Tan,Medium,N
A2259,6,$250,F,Brown,Medium,N
A2261,71,$250,F,Chocolate,Medium,N
A2262,79,$250,F,"Tan, Scruffty",Medium,N
A2264,15,$250,F,Brown,Small,Y
A2265,25,$250,F,Black & Tan,Medium,N
A2266,5,$250,F,Silver & White,Small,Y
A2267,15,$250,F,White & Black,Medium,N
A2268,24,$250,F,Brown & Black,Small,N
A2269,64,$250,M,Black,Medium,N
A2271,26,$250,F,Black  ,Medium,N
A2272,42,$250,F,Tan,Small,N
A2273,69,$250,F,Black,Medium,N
A2275,137,$250,F,Tan,Medium,Y
A2276,24,$250,F,,Medium,N
A2277,110,$250,M,Yellow,Medium,N
A2279,24,$250,F,white,Medium,N
A2280,77,$250,M,Black,Medium,N
A2282,34,$250,M,Black & White,Medium,N
A2283,8,$250,M,Grey & White,Medium,Y
A2284,24,$250,M,Yellow,Large,Y
A2285,80,$250,M,Black & Tan,Medium,N
A2286,6,$195,M,White,Small,N
A2287,17,$250,M,Black & White,Medium,N
A2289,51,$250,F,Black,Medium,N
A2291,7,$250,F,Tan & White,Small,N
A2292,0,$250,F,Tricolor,Small,N
A2293,51,$250,F,Black,Medium,N
A2295,142,$250,F,Black,Medium,N
A2296,0,$175,F,White & Tan,Small,N
A2298,8,$250,F,Tan & White,Small,N
A2299,44,$250,M,Brown,Small,N
A2300,67,$125,M,Blue,Medium,Y
A2301,17,$250,F,Black & Tan,Small,N
A2302,51,$250,F,Black & Tan,Large,N
A2304,34,$250,M,Black & brown,Medium,N
A2306,35,$250,M,Tricolor,Medium,N
A2308,0,$250,F,Black & White,Medium,N
A2309,143,$100,M,Black,Large,N
A2310,44,$100,M,Black,Large,N
A2311,75,$250,F,Black,Medium,N
A2312,0,$250,F,Black & Brown,Medium,N
A2313,17,$250,F,Black & White,Medium,N
A2314,0,$195,F,Tricolor,Small,Y
A2316,210,$250,F,White & Brown,Large,N
A2318,31,$250,F,Brown Brindle & White,Small,U
A2319,0,$125,F,Tricolor,Medium,Y
A2320,1,$250,F,Red,Medium,Y
A2321,48,$250,F,White & Tan,Medium,Y
A2322,62,$195,M,Black & White,Medium,Y
A2323,59,$100,M,Brown,Large,N
A2325,29,$250,M,Brown,Medium,N
A2326,69,$250,M,Brown,Medium,N
A2328,53,$250,F,Tan,Large,N
A2329,24,$250,F,Brindle & White,Medium,N
A2330,64,$250,F,Black & White,Medium,N
A2331,18,$250,F,Blonde(yellow),Small,N
A2332,56,$250,F,Black,Medium,N
A2333,11,$250,F,Black,Large,Y
A2334,23,$250,F,Black,Large,N
A2335,4,$250,F,Black & White,Medium,Y
A2337,0,$250,F,Brown & White,Medium,N
A2338,47,$250,F,Grey & Black,Small,N
A2339,31,$250,F,Yellow,Small,N
A2340,382,$250,F,Black,Medium,Y
A2341,80,$250,F,Black,Medium,Y
A2342,155,$250,F,black white,Small,N
A2343,29,$250,F,Tan  ,Medium,N
A2344,69,$250,F,Tricolor,Small,N
A2345,57,$250,M,Black & White,Medium,N
A2348,10,$250,M,Tan,Medium,Y
A2349,10,$250,F,Black & Brown,Medium,N
A2352,71,$250,F,Black,Medium,N
A2353,41,$250,F,Brown,Small,N
A2354,14,$250,F,Brown and white,Small,N
A2355,64,$250,F,Black,Medium,N
A2356,224,$195,F,Tan & White,Medium,N
A2357,182,$100,F,White & Tan,Medium,N
A2360,11,$250,F,Brown & Red,Small,N
A2361,1,$250,F,Crem (Lemon) w/white,Small,N
A2362,65,$250,M,Black/White,Medium,N
A2363,46,$195,M,Blue & White,Medium,N
A2364,19,$250,M,Tan with Black Mask,Medium,N
A2365,65,$250,F,Brown,Medium,N
A2366,27,$195,M,Red,Small,Y
A2368,22,$250,F,Brindle,Medium,N
A2369,63,$250,M,Black,Medium,N
A2370,24,$250,F,Brown,Large,N
A2372,12,$250,F,Red,Small,Y
A2375,48,$195,F,Merle,Medium,Y
A2377,32,$250,F,Brown,Medium,Y
A2378,22,$250,F,Yellow,Medium,N
A2379,29,$195,M,Blue & White,Medium,N
A2381,65,$250,F,Black w/White Chest,Medium,N
A2382,12,$175,F,Black,Small,Y
A2383,5,$250,F,Yellow,Medium,N
A2384,62,$250,F,Brown & Black,Medium,N
A2385,32,$250,F,Brown & Red,Small,N
A2386,28,$250,F,Black,Medium,N
A2387,21,$250,F,Brown,Medium,N
A2388,41,$125,F,Black & White,Medium,Y
A2390,146,$250,F,Brown & White,Medium,N
A2392,66,$250,F,Tricolor,Small,U
A2393,62,$250,M,Black & White,Small,N
A2395,7,$250,F,Tan & White,Small,N
A2396,30,$250,F,Tan & White,Medium,N
A2397,40,$175,M,Blue & White,Medium,N
A2398,9,$250,M,Black & White,Medium,N
A2402,10,$250,F,Black,Medium,N
A2403,14,$250,F,White & Red,Small,N
A2404,16,$195,M,White,Small,N
A2405,255,$195,F,Tan and white,Medium,N
A2406,89,$100,F,Black & White,Large,Y
A2407,43,$250,F,Black & White,Medium,N
A2408,0,$250,F,Black & White,Medium,N
A2410,24,$250,F,Black,Medium,Y
A2411,33,$195,M,Brown & White,Medium,N
A2413,14,$250,M,Brindle,Medium,N
A2414,32,$250,F,Black & White,Large,N
A2415,35,$250,F,Brown,Medium,N
A2417,14,$250,F,Tricolor,Medium,N
A2420,40,$250,M,Brown & Black,Medium,N
A2422,157,$100,M,White & Black,Small,N
A2423,47,$250,F,Black & White,Medium,N
A2424,56,$250,F,Brown,Medium,N
A2428,24,$250,M,Black,Medium,N
A2429,19,$250,M,Black & Whtie,Medium,N
A2430,46,$250,F,Chocolate,Medium,N
A2431,69,$250,M,Brown,Small,N
A2432,32,$250,F,Black & White,Medium,N
A2433,30,$195,F,Brown & Blonde,Small,Y
A2434,0,$250,F,Tricolor,Small,N
A2437,61,$250,M,Black,Medium,N
A2439,81,$250,F,black and tan,,
A2440,152,$195,F,Black & White,Small,N
A2441,24,$195,F,Black & White,Medium,Y
A2442,91,$250,M,Black,Small,N
A2443,31,$195,M,Blue & White,,N
A2444,28,$250,F,White,Medium,Y
A2445,113,$50,F,Black,Medium,Y
A2446,15,$250,F,White,Medium,N
A2447,11,$250,F,Black & Tan,Medium,N
A2448,21,$250,F,Brindle,Medium,N
A2449,53,$250,F,Black,Medium,N
A2450,10,$250,F,Tricolor,Medium,N
A2452,22,$250,F,Tan,Small,N
A2453,67,$125,M,Tan,Small,Y
A2454,26,$175,M,Tan & White,Small,Y
A2455,24,$250,M,White & Brown,Large,N
A2457,54,$250,M,Blue Merle,Large,N
A2458,47,$250,M,Blue Merle,Large,N
A2459,115,$175,M,Tan,Small,Y
A2460,13,$250,F,Brown & White,Medium,N
A2461,70,$250,F,Tan & White on chest,Medium,N
A2462,34,$195,M,White,Medium,Y
A2464,81,$250,F,tan and white,,
A2465,6,$250,F,Red,Large,N
A2466,238,$100,M,Black & White,Medium,N
A2468,49,$250,F,Black & White,Small,N
A2469,48,$195,F,Black & White,Medium,Y
A2470,34,$250,M,Tan & White,Medium,N
A2471,69,$250,F,Tricolor,Small,N
A2472,67,$250,M,White,Medium,N
A2473,49,$250,F,Black & White,Medium,N
A2474,35,$250,M,Black & Tan,Medium,N
A2475,8,$195,M,Black & White,Medium,N
A2476,115,$250,M,Tan,Small,N
A2478,29,$250,F,Brown & Black,Medium,N
A2479,34,$250,M,Black,Medium,N
A2480,0,$125,M,Black &White,Large,N
A2481,33,$250,M,Brwon,Small,N
A2482,5,$250,M,Tan,Medium,Y
A2484,27,$150,M,Tan,Medium,Y
A2485,288,$250,M,Brown & White,Medium,N
A2486,19,$250,M,Brown & Black,Large,N
A2488,24,$195,M,White and black,Medium,Y
A2489,13,$250,F ,Lab Mix,Medium,N
A2490,12,$250,F,Tricolor,Small,N
A2491,8,$250,M,Black & Gray,Small,U
A2492,8,$250,M,Tricolor,Large,N
A2493,67,$250,M,Tan,Small,Y
A2494,41,$250,F,Brown,Small,N
A2495,30,$195,F,Red,Small,N
A2496,69,$250,F,Tan,Medium,N
A2497,79,$250,F,Brindle & White,Small,N
A2498,26,$250,F,Brindle & White,Medium,N
A2499,33,$250,F,White & Tan,Small,N
A2503,17,$250,F,Black & White,Medium,N
A2504,146,$125,F,Yellow,Small,N
A2505,22,$250,M,Brown,Medium,N
A2507,7,$250,M,Dark Brown with White,Small,N
A2508,49,$250,M,White w/Tan mask,Medium,N
A2510,67,$250,M,Black,Medium,N
A2512,8,$250,M,Red,X Large,N
A2513,78,$250,M,Merle,Medium,N
A2515,41,$250,F,Tan,Medium,N
A2516,12,$250,F,white,Small,Y
A2519,12,$250,F,White/Gray,Small,N
A2520,0,$250,F,Tan & White,Small,N
A2522,46,$250,M,Grey & White,Medium,N
A2523,26,$250,M,Black,Medium,N
A2526,42,$195,M,White & Tan,Medium,Y
A2527,113,$50,F,Red,Medium,Y
A2528,22,$250,F,Black & Tan,Medium,Y
A2530,62,$250,F,White w/Tan mask,Medium,N
A2532,32,$195,M,Brown Merle & White,Medium,N
A2533,460,$195,M,White & Blue,Medium,N
A2534,16,$250,F,Black & White,Medium,N
A2536,67,$250,F,Black,Small,N
A2537,18,$250,M,Black & White,Medium,N
A2538,32,$250,F,Black & White,Medium,N
A2539,67,$250,M,Black  ,Medium,N
A2540,12,$195,M,Black & white,X Large,Y
A2541,13,$250,F,Black & Tan,Small,N
A2542,47,$250,F,Black & Tan,Medium,N
A2543,37,$250,F,Black & white,Medium,N
A2545,44,$250,F,Tricolor,Small,Y
A2546,35,$250,F,Black & White,Medium,N
A2547,29,$250,M,white,Small,Y
A2548,60,$250,M,Grey/White,,
A2551,22,$250,F,Black & Tan,Large,N
A2553,316,$250,M,Black & Brown,Large,N
A2554,47,$250,M,Black & Brown,Large,N
A2555,4,$175,M,Silver & Tan,Small,Y
A2556,52,$250,M,Tan,Medium,N
A2558,16,$175,M,white w/black,Small,Y
A2559,24,$250,M,Black & Brown,Large,N
A2560,17,$250,M,Tan & White,Medium,N
A2561,42,$250,F,White & Tan,Small,U
A2563,58,$250,M,Black,Medium,N
A2565,411,$250,F,Black,Large,Y
A2571,75,$250,M,Black & White,Medium,N
A2572,23,$250,M,Tan & White,Small,N
A2573,67,$195,M,Tan & White,Medium ,N
A2574,22,$250,M,Black,Large,N
A2576,88,$250,M,Fawn,Medium,N
A2577,17,$250,M,Fawn,Medium,N
A2578,19,$195,M,"White, grey and tan",Small ,N
A2579,13,$195,F,White,Medium,N
A2580,25,$250,F,Tricolor,Small,N
A2581,61,$250,F,Brindle. White spot on nose,Medium,N
A2582,173,$195,M,Blue & White,Medium,N
A2584,19,$250,M,White,Large,N
